"id:ID","uri","label","extensible","notation","definition","identifier","alt_label","pref_label"
"37967","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C132349","","","schedule of activities","A standardized representation of planned clinical trial activities including interventions (e.g., administering drug, surgery) and study administrative activities (e.g., obtaining informed consent, distributing clinical trial material and diaries, randomization) as well as assessments. See also schedule of assessments. Compare to study design schematic.","C132349","Schedule of Events;SoA","Schedule of Activities"
"37968","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142678","","","schedule of assessments","A tabular representation of planned protocol events and activities, in sequence. [after E3 Annexes IIIa and IIIb] Compare to study design schematic.","C142678","","Schedule Of Assessments"
"37969","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C49628","","","screen failure","Potential subject who did not meet one or more criteria required for participation in a trial. See also screening of subjects.","C49628","","Trial Screen Failure"
"37970","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142721","","","screen/screening (of substances)","Screening is the process by which substances are evaluated in a battery of tests or assays (screens) designed to detect a specific biological property or activity. It can be conducted on a random basis in which substances are tested without any preselection criteria or on a targeted basis in which information on a substance with known activity and structure is used as a basis for selecting other similar substances on which to run the battery of tests. [SQA]","C142721","","Substance Screening"
"37971","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142689","","","screening (of sites)","Determining the suitability of an investigative site and personnel to participate in a clinical trial.","C142689","","Site Screening"
"37972","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C48262","","","screening (of subjects)","A process of active consideration of potential subjects for enrollment in a trial. See also screen failure.","C48262","","Trial Screening"
"37973","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C71485","","","screening trials","Trials conducted to detect persons with early, mild, and asymptomatic disease.","C71485","","Screening Study"
"37974","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C96999","","","script","A program or a sequence of instructions that are interpreted or carried out by another program or by a person.","C96999","","Script"
"37975","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C85827","","","secondary objective","Secondary objectives are supportive or ancillary questions of interest in a trial that will provide further information on the use of the treatment. See also primary objective, objective.","C85827","","Trial Secondary Objective"
"37976","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142680","","","secondary outcome variable","Data on secondary outcomes are used to evaluate additional effects of the intervention. The primary outcome is the outcome of greatest importance. [after CONSORT statement] See also outcome, endpoint.","C142680","","Secondary Outcome Variable"
"37977","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142679","","","secondary sponsor","Additional individuals, organizations or other legal persons, if any, that have agreed with the primary sponsor to take on responsibilities of sponsorship. [WHO, CTR item 6]","C142679","","Secondary Sponsor"
"37978","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142681","","","self-evident change","A data discrepancy that can be easily and obviously resolved on the basis of existing information on the CRF (e.g., obvious spelling errors or the patient is known to be a male and a date of last pregnancy is provided). See also discrepancy.","C142681","","Self-Evident Change"
"37979","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142682","","","semantic interoperability","The ability of data shared by systems to be understood at the level of fully defined domain concepts. [ISO 18308]","C142682","","Semantic Interoperability"
"37980","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C54194","","","semantic","In the context of a technical specification, semantic refers to the meaning of an element as distinct from its syntax. syntax can change without affecting semantics. [HL7]","C54194","","Semantics"
"37981","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156653","","","SEND (standard for the exchange of nonclinical data)","The CDISC standard for the exchange of nonclinical data whose focus is on data collected from animal toxicology studies. [CDISC]","C156653","","Standard for the Exchange of Nonclinical Data"
"37982","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142683","","","sensitive data","Any data that, in the event of re-identification, would harm a patient in terms of employability, reputation, insurability, or self-esteem or results in loss of income. NOTE: Examples include history of alcoholism, drug abuse, risky behavior, or venereal disease. [HIPAA]","C142683","","Sensitive Data"
"37983","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142685","","","serious adverse drug reaction","Adverse drug reaction that at any dose of the drug: results in death, is life-threatening, requires inpatient hospitalization or prolongation of existing hospitalization, results in persistent or significant disability/ incapacity, or is a congenital anomaly/ birth defect. NOTE: FDA 21 CFR 310.305 defines an adverse drug experience to include any adverse event, ""whether or not considered to be drug-related."" CDISC recognizes that current usage incorporates the concept of causality. [1. WHO Technical Report 498(1972); 2. After ICH E2A, B] See ICH E6 definition and serious and severe definitions.","C142685","","Serious Adverse Drug Reaction"
"37984","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C41335","","","serious adverse event (SAE)","Adverse event that: results in death, is life-threatening, requires inpatient hospitalization or prolongation of existing hospitalization, results in persistent or significant disability/ incapacity, or is a congenital anomaly/ birth defect. NOTE: For further information, see the ICH Guideline for Clinical safety Data Management: Definitions and standards for expedited Reporting. [After ICH E2A, B] Compare to serious adverse drug reaction.","C41335","","Serious Adverse Event"
"37985","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142686","","","serious adverse experience (SAE)","Any experience that suggests a significant hazard, contra-indication, side effect or precaution. See also serious adverse event.","C142686","","Serious Adverse Experience"
"37986","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156636","","","serious breach","A breach of Clinical Trial Regulation (EU) No 536/2014 or of the version of the protocol applicable at the time of the breach, which is likely to affect to a significant degree the safety and rights of a subject or the reliability and robustness of the data generated in the clinical trial. [Article 52 of Regulation (EU) 536/2014 and Guideline for the notification of serious breaches of Regulation (EU) No 536/2014 or the clinical trial protocol] See also privacy breach.","C156636","","Serious Breach"
"37987","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142687","","","serious risk","Risk of a serious adverse drug experience. [505-1(b) of FD&C Act (21 USC. 355-1(b)]","C142687","","Serious Risk"
"37988","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C48297","","","server","A computer that controls a central repository of data, files, and/ or applications that can be accessed and/or manipulated in some manner by client computers. NOTE: A file server hosts files for use by client machines. A web server supports browser-based use of central applications.","C48297","","Server"
"37989","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C70667","","","severe","An adjective for grading intensity on a relative scale describing a symptom, outcome or event. Note: The term 'severe' is often used to describe the intensity (severity) of a specific event (as in mild, moderate, or severe myocardial infarction); the event itself, however, may be of relatively minor medical significance (such as severe headache). This is not the same as 'serious,' which is based on patient/event outcome or action criteria usually associated with events that pose a threat to a patient's life or functioning. Seriousness (not severity) serves as a guide for defining regulatory reporting obligations. [After ICH E2A, B] See also serious adverse event and serious adverse drug reaction.","C70667","","Severe"
"37990","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C28421","","","sex","Phenotypic expression of chromosomal makeup that defines a study subject as male, female, or other. Compare to gender.","C28421","","Sex"
"37991","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C2861","","","side effects","Any actions or effects of a drug or treatment other than the intended effect. Negative or adverse effects may include headache, nausea, hair loss, skin irritation, or other physical problems. Experimental drugs must be evaluated for both immediate and long-term side effects. [After Spilker, B. Guide to Clinical Trials. Lippincott Williams & Wilkins. 2000. Page xxiv; Finding and Learning about Side Effects (adverse reactions), July 2018; What are side effects?, August 2018] See also adverse reaction.","C2861","","Side Effect"
"37992","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C53458","","","sign","An observation by a medical professional obtained from examination, test result, or questionnaire that indicates a patient may have a disease. NOTE: Some examples of signs are fever, swelling, skin rash, high blood pressure, and high blood glucose. [After NCI Glossary] See also diagnosis, symptom.","C53458","","Sign"
"37993","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142688","","","signal of a serious risk","Information related to a serious adverse drug experience associated with use of a drug and derived from-(a) a clinical trial; (b) adverse event reports; (c) a post-approval study; (d) peer-reviewed biomedical literature; (e) data derived from the post-market REMs. [505-1(b) of FD&C Act (21 USC. 355-1(b)]","C142688","","Signal of a Serious Risk"
"37994","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C28233","","","single-blind study","A study in which one party, either the investigator or the subject, does not know which medication or placebo is administered to the subject; also called single-masked study. See also blind study, double-blind study, triple-blind study.","C28233","single-masked study","Single Blind Study"
"37995","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C165836","","","single-entity product","A product composed of two or more regulated components (i.e., drug/device, biologic/device, drug/biologic, or drug/device/biologic) that are physically, chemically, or otherwise combined or mixed and produced as a single entity. [After 21 CFR 3.2 (e) FAQ] See also combination product, co-packaged product, cross-labeled product.","C165836","","Single-entity Product"
"37996","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C51873","","","site investigator","A person responsible for the conduct of the clinical trial at a trial site. If a trial is conducted by a team of individuals at a trial site, the investigator is the responsible leader of the team and may be called the principal investigator. [ICH E6 1.35. 2.] See also investigator, coordinating investigator, investigator/institution, principal investigator, sponsor-investigator, sub-investigator.","C51873","","Site Investigator"
"37997","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C53489","","","SNOMED (Systematized Nomenclature of Medicine)","A structured nomenclature and classification of the terminology used in human and veterinary medicine developed by the College of Pathologists and American Veterinary Medical Association. Terms are applied to one of eleven independent systematized modules.","C53489","","Systematized Nomenclature of Medicine"
"37998","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C20188","","","social circumstances","A set of concepts that results from or is influenced by criteria or activities associated with the social environment of a person. [NCI]","C20188","","Social Circumstances"
"37999","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C165837","","","software as a medical device (SaMD)","Software intended to be used for the performance of one or more medical purposes, without being part of a hardware medical device. [After ""Software as a Medical Device"": Possible Framework for Risk Categorization and Corresponding Considerations Authoring Group: IMDRF Software as a Medical Device (SaMD) Working Group Date: 18 September 2014]","C165837","","Software as a Medical Device"
"38000","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142690","","","software validation","Confirmation by examination and provision of objective evidence that software specifications conform to user needs and intended uses, and that the particular requirements implemented through software can be consistently fulfilled. NOTE: Validating software thus should include evaluation of the suitability of the specifications to ""ensure user needs and intended uses can be fulfilled on a consistent basis"" (21 CFR 820.20). General Principles of software Validation; Final Guidance for industry and FDA staff, Jan 11, 2002. ISOIEC/IEEE 12207:1995 3.35; 21 CFR 820.20; 21 CFR 11.10(a); ISO 9000-3; Huber, l. (1999) See also validation, verification. Verification usually concerns confirmation that specified requirements have been met, but typically refers to the tracing of requirements and evidence of conformance in the individual phases or modules rather than suitability of the complete product. Validation is, ""the evaluation of software at the end of the software development process to ensure compliance with the user requirements"" (ANSI/ASQC A3-1978) and should not be thought of as an ""end-to-end"" verification. See also validation.","C142690","","Software Validation"
"38001","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C91996","","","software verification","The process that provides objective evidence that the design outputs of a particular phase of the software development life cycle meet all of the specified requirements for that phase. NOTE: Software verification looks for consistency, completeness, and correctness of the software and its supporting documentation, as it is being developed, and provides support for a subsequent conclusion that software is validated [After 1. FDA General Principles of Software Validation; 2. ANSI/ASQC A3-1978; 3. ISO/IEC 17025:2017]","C91996","","Device Software Verification Evaluation Method"
"38002","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C17146","","","software","Computer programs, procedures, rules, and any associated documentation pertaining to the operation of a system.","C17146","","Computer Program"
"38003","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142752","","","source data verification","The process of ensuring that data that have been derived from source data accurately represent the source data.","C142752","","Source Data Verification"
"38004","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C125442","","","source data","All information in original records and certified copies of original records of clinical findings, observations, or other activities in a clinical trial necessary for the reconstruction and evaluation of the trial. Source data are contained in source documents (original records or certified copies). [ICH E6; CSUCT]","C125442","","Clinical Trial Source Data"
"38005","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142693","","","source document verification (SDV)","The process by which the information reported by an investigator is compared with the source records or original records to ensure that it is complete, accurate, and valid. [Schuyl and Engel, 1999; Khosla et al., Indian J. Pharm 32:180-186, 2000] See also data validation.","C142693","","Source Document Verification"
"38006","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142692","","","source documents","Original documents, data, and records (e.g., hospital records, clinical and office charts, laboratory notes, memoranda, subjects' diaries or evaluation checklists, pharmacy dispensing records, recorded data from automated instruments, copies or transcriptions certified after verification as being accurate copies, microfiches, photographic negatives, microfilm or magnetic media, x-rays, subject files, and records kept at the pharmacy, at the laboratories, and at medicotechnical departments involved in the clinical trial). See also eSource document, source, original data, certified copy. [ICH; CSUICI]","C142692","","Source Document"
"38007","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C25683","","","source","The specific permanent record(s) upon which a user will rely for the reconstruction and evaluation of a clinical investigation. NOTE:  The term identifies records planned (designated by the protocol) or referenced as the ones that provide the information underlying the analyses and findings of a clinical investigation. Accuracy, suitability, and trustworthiness are not defining attributes of ""source."" The term is also sometimes used as shorthand for source documents and/or source data.  [After ICH E6, CSUICI] See also source document, source data, original data, certified copy.","C25683","","Source"
"38008","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C18101","","","special populations","Subsets of study populations of particular interest included in clinical trials to ensure that their specific characteristics are considered in interpretation of data (e.g., geriatric). [FDA]","C18101","","Special Population"
"38009","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C165838","","","special purpose domain","In the context of the Study Data Tabulation Model (SDTM), a higher level categorization of the subject-level non-observational domains, which are not classified under the SDTM general observation classes. Examples include trial design domains, relationship domains, etc. [Based on SDTM and SDTM Implementation Guide, www.CDISC.org] See also domain, general observational class.","C165838","","Special Purpose Domain"
"38010","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142694","","","specified substance","Substance defined by groups of elements that describes multi-substance materials or specifies further information on substances relevant to the description of Medicinal Products. NOTE: This could include grade, units of measure, physical form, constituents, manufacturer, critical manufacturing processes (e.g. extraction, synthetic or recombinant processes), specification and the analytical methods used to determine whether a substance is in compliance with a specification. [After ISO 11615:2017, 3.1.77]","C142694","","Specified Substance"
"38011","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C70793","","","sponsor","An individual, company, institution, or organization that takes responsibility for the initiation, management, and/or financing of a clinical trial. NOTE: If there is also a secondary sponsor, the responsible entity would be considered the primary sponsor. A corporation or agency whose employees conduct the investigation is considered a sponsor and the employees are considered investigators. [After ICH E6, WHO, 21 CFR 50.3 (e), and after IDMP] See also secondary sponsor.","C70793","","Clinical Study Sponsor"
"38012","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142695","","","sponsor-investigator","An individual who both initiates and conducts, alone or with others, a clinical trial and under whose immediate direction the investigational product is administered to, dispensed to, or used by a subject. NOTE: The term does not include any person other than an individual (i.e., it does not include a corporation or an agency). The obligations of a sponsor-investigator include both those of a sponsor and those of an investigator. [21 CFR 50.3f] [ICH E6] See also coordinating investigator, investigator, investigator/institution, principal investigator, site investigator, sponsor-investigator, sub-investigator.","C142695","","Sponsor-Investigator"
"38013","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C53322","","","standard deviation","Indicator of the relative variability of a variable around its mean; the square root of the variance.","C53322","","Standard Deviation"
"38014","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C94396","","","standard of care","A guideline for medical management and treatment.","C94396","","Best Practice"
"38015","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C48443","","","standard operating procedures (SOPs)","Detailed, written instructions to achieve uniformity of the performance of a specific function. [ICH]","C48443","","Standard Operating Procedure"
"38016","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142696","","","standard treatment","A treatment currently in wide use and approved by FDA or other health authority, considered to be effective in the treatment of a specific disease or condition.","C142696","","Standard Treatment"
"38017","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C81893","","","standard","A repeatable written norm, pattern, or model that is generally accepted by agreement, established or approved by an authority, or widely accepted and used by custom. [After https://dictionary.cambridge.org/us/dictionary/english/standard, https://www.fda.gov/media/124694/download]. See also data standards, CDISC standards, Study Data Standardization Plan, and Standards Development Organization.","C81893","technical standard","Standard"
"38018","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C165839","","","Standards Development Organization (SDO)","A domestic or international organization that plans, develops, establishes, or coordinates standards by using procedures that incorporate the attributes of openness, balance of interests, due process, an appeals process, and consensus. [After Office of Management and Budget (OMB) Circular A-119]. See also standard, data standards, CDISC standards, and Study Data Standardization Plan.","C165839","","Standards Development Organization"
"38019","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C115761","","","statistical analysis plan","A document that contains a more technical and detailed elaboration of the principal features of the analysis described in the protocol, and includes detailed procedures for executing the statistical analysis of the primary and secondary variables and other data. [ICH E9]","C115761","","Statistical Analysis Plan"
"38020","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C53206","","","statistical distribution","A group of ordered values; the frequencies or relative frequencies of all possible values of a characteristic. [AMA Manual of Style]","C53206","","Statistical Distribution"
"38021","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C19044","","","statistical method","The particular mathematical tests and techniques that are to be used to evaluate the clinical data in a trial. [After FDA Guidance for Industry, E9 Statistical Principles for Clinical Trials, SEPTEMBER 1998]","C19044","","Statistical Technique"
"38022","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C61040","","","statistical significance","The likelihood that an event occurs by chance (e.g., hypothesis is rejected). Whether or not a given result is significant depends on the significance level adopted. NOTE: For example, one may say ""significant at the 5% level"", which is usually represented as ""p <= 0.05"". This implies that when the null hypothesis is true there is only a 1 in 20 chance of rejecting it.","C61040","","Statistical Significance"
"38023","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142628","","","stem","The prompt, question, or instruction in a PRO item. See also response option, item.","C142628","","Patient Reported Outcome Stem"
"38024","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142697","","","stochastic","Involving a random variable; involving chance or probability.","C142697","","Stochastic"
"38025","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142698","","","stopping rules","A statistical criterion that, when met by the accumulating data, indicates that the trial can or should be stopped early to avoid putting participants at risk unnecessarily or because the intervention effect is so great that further data collection is unnecessary.","C142698","","Stopping Rules"
"38026","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C25689","","","stratification","Grouping defined by important prognostic factors measured at baseline. [ICH E9]","C25689","","Stratification"
"38027","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142699","","","structured data","Data that have been organized into discrete fields, and may be enumerated, numeric, or codified.","C142699","","Structured Data"
"38028","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C184388","","","structured health record information","Structured health record information is organized into discrete fields, and may be enumerated, numeric, or codified. Examples of structured health information include: patient address (non-codified, but discrete field); diastolic blood pressure (numeric); coded result observation; coded diagnosis; patient risk assessment questionnaire with multiple-choice answers. Context may determine whether or not data are unstructured, e.g., a progress note might be standardized and structured in some eHR-s (e.g., subjective/objective/ assessment/Plan) but unstructured in others. [HL7 eHR-s FM Glossary of Terms, 2010].","C184388","","Structured Health Record Information"
"38029","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142700","","","structured product label (SPL)","The structured product labeling (SPL) specification is an HL7 ANSI-approved document markup standard that specifies the structure and semantics for the exchange of product information. [HL7]","C142700","","Structured Product Labeling"
"38030","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142702","","","study completion date","The date on which the final data for a clinical study were collected because the last study participant made the final visit to the study location (that is, last subject, last visit, or as otherwise defined in the study protocol). NOTE: See also study completion date data element on ClinicalTrials.gov.","C142702","","Study Completion Date"
"38031","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C70756","","","study completion","As defined in the protocol, the point at which all protocol-required activities have been executed. NOTE: According to EU CTR, this should be a clear and unambiguous definition of the end of the clinical trial in question and, if it is not the date of the last visit of the last subject, a specification of the estimated end date and a justification thereof should be included. [REGULATION (EU) No 536/2014 Article 2.26]","C70756","","Study Completed"
"38032","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C165840","","","Study Data Standardization Plan (SDSP)","A document that describes the data standardization strategy for clinical and nonclinical studies within a development program. NOTE: A Study Data Standardization Plan is intended to include historical, current, and planned information about the use of study data standards for studies to conform with the current technical formats, and terminologies described in the FDA Data Standards Catalog which applies to CDER, CBER, and CDRH. [After http://www.phusewiki.org/wiki/images/e/ea/SDSP_Template.pdf, https://www.fda.gov/industry/fda-resources-data-standards/study-data-standards-resources, https://www.fda.gov/media/102719/download] See also standards, data standards, CDISC standards, and Standards Development Organization.","C165840","","Study Data Standardization Plan"
"38033","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142704","","","study description","Representation of key elements of study (e.g., control, blinding, gender, dose, indication, configuration).","C142704","","Study Description"
"38034","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142705","","","study design rationale","Reason for choosing the particular study design.","C142705","","Study Design Rationale"
"38035","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C93682","","","study design schematic","Schematic diagram (not tabular) of study design, procedures, and stages. [example: ICH E3 annexes iiia and iiib] Compare to schedule of assessments.","C93682","","Study Schematic"
"38036","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C15320","","","study design","Plan for the precise procedure to be followed in a clinical trial, including planned and actual timing of events, choice of control group, method of allocating treatments, blinding methods; assigns a subject to pass through one or more epochs in the course of a trial. specific design elements (e.g., crossover, parallel, dose-escalation) [Modified from Pocock, Clinical Trials: a Practical approach] See Trial Design Model. See also, arm, epoch, and visit.","C15320","","Study Design"
"38037","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C139171","","","study initiation date (date of first enrollment)","Date and/or date and time of first subject enrollment into a study, as verifiable by a convention that is consistent with authoritative regulatory criteria. Compare to study start date. [Modified from ICH E3]","C139171","","Date of First Enrollment into Study"
"38038","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142707","","","study monitoring","The act of overseeing the progress of a clinical trial and of ensuring that it is conducted, recorded, and reported in accordance with the protocol, standard operating procedures (SOPs), good clinical practice (GCP), and the applicable regulatory requirement(s). [ICH E6 Glossary]","C142707","","Study Monitoring"
"38039","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142710","","","study participant","A member of the clinical study population from whom data are being collected. NOTE: This new term is used with growing frequency in some clinical documents and patient-facing ones like the informed consent form, Plain Language Summaries of study results, and publications. Subject or patient are terms used in regulatory guidelines, databases, other clinical research documents, or systems to refer to study participants. See also human subject, patient, vulnerable subjects, data subject, clinical research subject, participant.","C142710","","Study Participant"
"38040","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C70833","","","study population","A group of individuals taken from the general population who share a set of common characteristics, such as age, sex, or health condition, precisely defined in the study protocol. This is a population to which the study results could be reasonably generalized. (CDISC Protocol Entities)","C70833","","Study Population"
"38041","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142711","","","study publication date","The date of the publication of scientific articles or abstracts about a clinical study. NOTE: Institute of Medicine (IOM) Report: The committee noted support for open and free access to scientific publications immediately upon publication, as well as the requirement of the U.S. Food and Drug Administration (FDA) to make a summary of clinical trial results available to the public. [ClinicalTrials.gov]","C142711","","Study Publication Date"
"38042","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142713","","","study report completion date","The date at which the study report is considered final and will not be subject to any further change prior to submission. NOTE: For interventional studies of adults the study report completion date should be one year from the end of the LPLV, or end of study; for pediatric interventional studies this date should be six months. For non-interventional studies the study report completion date should be one year from the end of the LPLV, end of study, or end of data collection. [EU CTR]","C142713","","Study Report Completion Date"
"38043","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C69208","","","study start date","The date of formal recognition of the beginning of a clinical trial that is referred to in the clinical study report. NOTE: For example, The date that enrollment to the protocol begins. See study initiation date. [ClinicalTrials.gov]","C69208","","Study Start Date"
"38044","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142714","","","study start","The formal recognition of the beginning of a clinical trial that is referred to in the clinical study report.","C142714","","Study Start"
"38045","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C41161","","","study treatment","See intervention.","C41161","","Protocol Agent"
"38046","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142192","","","study variable","A term used in trial design to denote a variable to be captured on the CRF. See also variable.","C142192","","Study Variable"
"38047","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C54622","","","sub-investigator","Any member of the clinical trial team designated and supervised by the investigator at a trial site to perform critical trial-related procedures and/or to make important trial-related decisions (e.g., associates, residents, research fellows). [ICH E6] See also investigator, coordinating investigator, investigator/institution, principal investigator, site investigator, sponsor-investigator.","C54622","","Subinvestigator"
"38048","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C70735","","","subject completion","The case where a subject ceases active participation in a trial because the subject has, or is presumed to have followed all appropriate conditions of a protocol.","C70735","","Subject Completed Participation in Study"
"38049","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142717","","","subject data event","A subject visit or other encounter where subject data are collected, generated, or reviewed. [SDTM]","C142717","","Subject Data Event"
"38050","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C70731","","","subject identification code","A unique identifier assigned by the investigator to each trial subject to protect the subject's identity and used in lieu of the subject's name when the investigator reports adverse events and/or other trial-related data. [ICH]","C70731","","Clinical Trial Subject Unique Identifier"
"38051","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156639","","","subject monitoring","Act of tracking, reporting, and review of a clinical trial subject's status and/ or performance of required activities per protocol. NOTE: Examples include monitoring compliance with treatment and scheduled tasks, tracking measures of symptoms, self reported feelings, and/or behaviors. Subject monitoring supports managing of patient safety and well being by site staff as defined in a protocol. Compare with medical device, medical monitoring.","C156639","","Subject Monitoring"
"38052","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142638","","","subject trial contact","Any activity, anticipated in the study protocol, involving a subject and pertaining to collection of data. See visit.","C142638","","Planned Trial Subject Contact"
"38053","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C21089","","","subject-reported outcome (SRO)","An outcome reported directly by a subject in a clinical trial. [Patrick, D.l., 2003] See also patient-reported outcome (PRO).","C21089","","Patient Self-Report"
"38054","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142496","","","submission model","A set of data standards (including SDTM, ADaM, and define.xml) for representing data that are submitted to regulatory authorities to support product marketing applications. NOTE: CDISC submission data consist of: tabulations that represent the essential data collected about patients; analysis data structured to support analysis and interpretation; and metadata descriptions.","C142496","","Data Submission Model"
"38055","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142722","","","superiority trial","A trial with the primary objective of showing that the response to the investigational product is superior to a comparative agent (active or placebo control). [ICH E9]","C142722","","Superiority Trial"
"38056","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142459","","","supplier (system)","An organization that enters into a contract with the acquirer for the supply of a system (such as a software product, or software service) under the terms of a contract. [ISO/IEC/IEEE 12207:1995 3.30]","C142459","","Computer System or Software Supplier"
