"id","alt_label","definition","identifier","notation","pref_label","uri"
"4847","RAMUS;RAMUS ARTERY;RAMUS INTERMEDIUS ARTERY SEGMENT","An artery that arises from the left main coronary artery and is positioned between the left anterior descending coronary artery and the circumflex artery.","C102338","RAMUS INTERMEDIUS ARTERY","Ramus Intermedius Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102338"
"4848","","A group of nuclei that are located in the midline of the brainstem and release serotonin. (NCI)","C97335","RAPHE","Raphe Nuclei","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C97335"
"4849","","An extension of the peritoneum between the uterus and the rectum in females, which is formally bounded thusly: anteriorly by the uterus and posterior fornix of the vagina; posteriorly by the rectum; inferiorly by the peritoneal rectovaginal fold.","C33447","RECTO-UTERINE POUCH","Recto-Vaginal Pouch","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33447"
"4850","","The area where the sigmoid colon joins the rectum.","C54188","RECTOSIGMOID JUNCTION","Rectosigmoid Region","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C54188"
"4851","","The anatomical space located between the vagina and rectum, extending from the superior border of the perineal body to the underside of the rectouterine Douglas pouch, which has its formal borders noted thusly: anteriorly by the rectovaginal septum; posteriorly by the anterior rectal wall; and laterally by the descending rectal septa that separate the rectovaginal space from the pararectal space on each side.","C142311","RECTOVAGINAL SPACE","Rectovaginal Space","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142311"
"4852","","The terminal portion of the large intestine extending from the terminus of the colon to the anus or anal canal.","C12390","RECTUM","Rectum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12390"
"4853","","A muscle in the quadriceps femoris muscle group between the vastus lateralis and vastus medialis and lying on the vastus intermedius; primary function is extension of the femorotibilal joint.","C53175","RECTUS FEMORIS MUSCLE","Rectus Femoris","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C53175"
"4854","","Lymph node(s) that drains the lymph from a region of interest.","C49018","REGIONAL LYMPH NODE","Regional Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C49018"
"4855","","One of the arteries of the abdomen; in general it arises from the abdominal aorta and supplies blood to the kidney.","C12778","RENAL ARTERY","Renal Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12778"
"4856","Kidney Bed","The anatomical space within which the kidney is situated.","C131138","RENAL BED","Renal Bed","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C131138"
"4857","","The usual retroperitoneal location of the kidney in the dorsolumbar region of the body.","C142312","RENAL FOSSA","Renal Fossa","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142312"
"4858","","The funnel-shaped proximal portion of the ureter located within the kidney into which urine is secreted, from the collecting duct system of the kidney. (NCI)","C12887","RENAL PELVIS","Renal Pelvis","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12887"
"4859","","The organs and anatomic structures involved in inspiration and expiration of air and the exchange of carbon dioxide and oxygen.","C12779","RESPIRATORY SYSTEM","Respiratory System","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12779"
"4860","Retina","A light-sensitive membrane that lines the back wall of the eyeball. The retina is continuous with the optic nerve and this way transmits optical images to the brain. (NCI)","C12343","RETINA","Retina","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12343"
"4861","","An artery arising from the ophthalmic artery that supplies the retina.","C52997","RETINAL ARTERY","Retinal Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52997"
"4862","","A retina layer that contains the axons of ganglion cells. It collects the visual impulses. (NCI)","C32953","RETINAL NERVE FIBER LAYER","Layer of the Ophthalmic Nerve Fibers","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32953"
"4863","","A continuous, insulating monolayer of cuboidal/columnar epithelium which extends from the margins of the optic nerve head to the ora serrata where it is continuous with the pigment epithelium of the pars plana. (NCI)","C33470","RETINAL PIGMENTED EPITHELIAL LAYER","Retinal Pigment Epithelium","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33470"
"4864","Mastoid Lymph Node;Posterior Auricular Lymph Node","The lymph nodes located immediately posterior to the ear.","C142313","RETROAURICULAR LYMPH NODE","Retroauricular Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142313"
"4865","","A lymph node located within the most inferior portion of the posterior mediastinum. (NCI)","C103439","RETROCRURAL LYMPH NODE","Retrocrural Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C103439"
"4866","","A lymph node located in the retroperitoneal space. (NCI)","C98189","RETROPERITONEAL LYMPH NODE","Retroperitoneal Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C98189"
"4867","","The region of the abdomen outside the peritoneum, where the kidneys lie and the great blood vessels run.","C12298","RETROPERITONEUM","Retroperitoneum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12298"
"4868","Suprapharyngeal Lymph Node","Lymph node(s) in the retropharyngeal space.","C77649","RETROPHARYNGEAL LYMPH NODE","Retropharyngeal Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C77649"
"4869","Rib 1","The first rib counting from the top of the rib cage down. (NCI)","C52770","RIB 1","Rib 1","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52770"
"4870","Rib 10","The tenth rib counting from the top of the rib cage down. (NCI)","C52769","RIB 10","Rib 10","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52769"
"4871","Rib 11","The eleventh rib counting from the top of the rib cage down. (NCI)","C52768","RIB 11","Rib 11","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52768"
"4872","Rib 12","The twelfth rib counting from the top of the rib cage down. (NCI)","C52767","RIB 12","Rib 12","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52767"
"4873","Rib 2","The second rib counting from the top of the rib cage down. (NCI)","C52766","RIB 2","Rib 2","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52766"
"4874","Rib 3","The third rib counting from the top of the rib cage down. (NCI)","C52765","RIB 3","Rib 3","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52765"
"4875","Rib 4","The fourth rib counting from the top of the rib cage down. (NCI)","C52764","RIB 4","Rib 4","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52764"
"4876","Rib 5","The fifth rib counting from the top of the rib cage down. (NCI)","C52763","RIB 5","Rib 5","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52763"
"4877","Rib 6","The sixth rib counting from the top of the rib cage down. (NCI)","C52762","RIB 6","Rib 6","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52762"
"4878","Rib 7","The seventh rib counting from the top of the rib cage down. (NCI)","C52761","RIB 7","Rib 7","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52761"
"4879","Rib 8","The eighth rib counting from the top of the rib cage down. (NCI)","C52760","RIB 8","Rib 8","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52760"
"4880","Rib 9","The ninth rib counting from the top of the rib cage down. (NCI)","C52759","RIB 9","Rib 9","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52759"
"4881","","Any one of the paired bones, extending from the thoracic vertebrae toward the median line on the ventral aspect of the trunk.","C12782","RIB","Rib","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12782"
"4882","","The innermost layer of endothelial cells and connective tissue that lines the right atrium.","C102339","RIGHT ATRIAL ENDOCARDIUM","Right Atrial Endocardium","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102339"
"4883","","The opening of the right coronary artery at its origin.","C116169","RIGHT CORONARY ARTERY OSTIUM","Right Coronary Artery Ostium","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C116169"
"4884","","The right coronary artery and all of its branches.","C102340","RIGHT CORONARY ARTERY, RIGHT POSTERIOR DESCENDING, RIGHT POSTERIOLATERAL AND ACUTE MARGINAL BRANCHES","Right Coronary Artery and its Branches","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102340"
"4885","RIGHT POSTERIOR ATRIOVENTRICULAR ARTERY SEGMENT;RPAV","The arterial branch between the right posterior descending artery segment and the first right posterolateral segment.","C102341","RIGHT POSTERIOR ATRIOVENTRICULAR ARTERY","Right Posterior Atrioventricular Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102341"
"4886","RIGHT POSTERIOR DESCENDING ARTERY SEGMENT;RPDA","In an individual with a right-dominant heart, the arterial branch that arises from the distal right coronary artery between the acute marginal artery and the first right posterolateral segment. It supplies the inferior apex of the heart.","C102342","RIGHT POSTERIOR DESCENDING ARTERY","Right Posterior Descending Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102342"
"4887","","The branch of the right coronary artery that supplies blood to the right ventricular wall.","C116171","RIGHT VENTRICULAR BRANCH","Right Ventricular Branch of Right Coronary Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C116171"
"4888","","The innermost layer of endothelial cells and connective tissue that lines the right ventricle.","C102343","RIGHT VENTRICULAR ENDOCARDIUM","Right Ventricular Endocardium","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102343"
"4889","","The prominence on the lateral surface of the sacrum, posterior to the auricular surface of the sacrum. (NCI)","C105447","SACRAL TUBEROSITY","Sacral Tuberosity","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C105447"
"4890","","Any one of the vertebrae situated between the lumbar vertebrae and the caudal vertebrae or coccyx.","C12853","SACRAL VERTEBRA","Sacral Vertebra","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12853"
"4891","Sacroiliac Joint","The joint located between the sacrum and the ilium. (NCI)","C33507","SACROILIAC JOINT","Sacroiliac Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33507"
"4892","Sacrum","The triangular bone, made up of 5 fused bones of the spine, located in the lower area of the spine between the fifth lumbar vertebra and the coccyx. (NCI)","C33508","SACRUM","Sacrum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33508"
"4893","","Any number of exocrine glands that secrete saliva into the oral cavity.","C12426","SALIVARY GLAND","Salivary Gland","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12426"
"4894","","The salivary gland located under the tongue in the floor of the oral cavity or adjacent to the submandibular salivary gland.","C12234","SALIVARY GLAND, SUBLINGUAL","Sublingual Salivary Gland","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12234"
"4895","Saphenous Vein","A vein of the leg/hindlimb; in general it arises from the venous network of the leg/hindfoot and drains into the femoral vein.","C33511","SAPHENOUS VEIN","Saphenous Vein","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33511"
"4896","","A muscle in the thigh, in general extending from the anterior superior iliac spine of the pelvic bone to the anteromedial surface of the upper tibia in the pes anserinus; primary function is to flex, abduct, and laterally rotate the thigh at the hip joint, and to flex the leg at the knee joint.","C33515","SARTORIUS MUSCLE","Sartorius Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33515"
"4897","","The skin which covers the top of the head and which is usually covered by hair. (NCI)","C89807","SCALP","Scalp","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C89807"
"4898","Scaphoid Bone","A nut-shaped bone of the wrist located in the radial site of the hand. It is one of the eight carpal bones. (NCI)","C12854","SCAPHOID BONE","Scaphoid Bone","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12854"
"4899","","A condyloid synovial joint within the wrist articulating the scaphoid bone to the capitate bone.","C127676","SCAPHOID-CAPITATE JOINT","Scaphoid-Capitate Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C127676"
"4900","","A condyloid synovial joint within the wrist articulating the scaphoid bone to the lunate bone.","C142314","SCAPHOID-LUNATE JOINT","Scaphoid-Lunate Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142314"
"4901","","A condyloid synovial joint within the wrist articulating the scaphoid, lunate, and capitate bones.","C127677","SCAPHOID-LUNATE-CAPITATE JOINT","Scaphoid-Lunate-Capitate Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C127677"
"4902","","A condyloid synovial joint within the wrist articulating the scaphoid bone to the radius bone.","C142315","SCAPHOID-RADIUS JOINT","Scaphoid-Radius Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142315"
"4903","","A condyloid synovial joint within the wrist articulating the scaphoid bone to the trapezium bone.","C127678","SCAPHOID-TRAPEZIUM JOINT","Scaphoid-Trapezium Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C127678"
"4904","","A condyloid synovial joint within the wrist articulating the scaphoid bone to the trapezoid bone.","C142316","SCAPHOID-TRAPEZOID JOINT","Scaphoid-Trapezoid Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142316"
"4905","Shoulder Blade","A bone that articulates with the humerus and is part of the scapulohumeral joint.","C12783","SCAPULA","Scapula","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12783"
"4906","","A nerve arising from the merge of the lumbar and sacral rami in the pelvis and dividing into the common peroneal and tibial nerves, and which innervates the muscles of the thigh.","C52810","SCIATIC NERVE","Sciatic Nerve","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52810"
"4907","","The fibrous, outer tunic of the eyeball that is continuous with the cornea.","C12784","SCLERA","Sclera","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12784"
"4908","","The pouch that encloses the testicles.","C12785","SCROTUM","Scrotum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12785"
"4909","","Small glands located within the skin that are usually associated with the hair follicle.","C33519","SEBACEOUS GLAND","Sebaceous Gland","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33519"
"4910","2ND DIAG;SECOND DIAGONAL BRANCH ARTERY SEGMENT","The second artery arising from the left anterior descending (LAD) artery that supplies the anterolateral wall, when counted from proximal to distal.","C102344","SECOND DIAGONAL BRANCH ARTERY","Second Diagonal Branch Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102344"
"4911","2ND LPL;SECOND LEFT POSTEROLATERAL BRANCH ARTERY SEGMENT","In an individual with a left-dominant heart, this is the second branch that arises from the circumflex artery atrioventricular groove continuation when counted from proximal to distal. It supplies the posterolateral wall.","C102345","SECOND LEFT POSTEROLATERAL BRANCH ARTERY","Second Left Posterolateral Branch Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102345"
"4912","2ND OM;SECOND OBTUSE MARGINAL BRANCH ARTERY SEGMENT","The second artery arising from the left circumflex artery that supplies the lateral wall, when counted from proximal to distal.","C102346","SECOND OBTUSE MARGINAL BRANCH ARTERY","Second Obtuse Marginal Branch Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102346"
"4913","2ND RPL;SECOND RIGHT POSTEROLATERAL ARTERY SEGMENT","In an individual with a right-dominant heart, this is the second branch that arises from the right coronary artery distal to the right posterior descending artery, when counted from proximal to distal.","C102347","SECOND RIGHT POSTEROLATERAL ARTERY","Second Right Posterolateral Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102347"
"4914","","A muscle located in the posterior compartment of the thigh, in general extending from the ischial tuberosity to the medial tibial condyle; primary function is to extend the leg at the hip and to flex the leg at the knee.","C52987","SEMIMEMBRANOSUS MUSCLE","Semimembranosus Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52987"
"4915","Seminal Sacs","A mammalian male reproductive accessory gland located adjacent to the urinary bladder and proximal to the prostate.","C12787","SEMINAL VESICLE","Seminal Vesicle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12787"
"4916","","A muscle of the thigh, in general extends from the ishium to the medial tibia; primary function is the extension of the hip.","C53176","SEMITENDINOSUS MUSCLE","Semitendinosus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C53176"
"4917","","The region of the brain that consists of the precentral and postcentral gyri and is involved in somatosensory and motor functions.","C154777","SENSORIMOTOR CORTEX","Sensorimotor Cortex","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C154777"
"4918","","The front part of the leg from below the knee to the ankle.","C154780","SHIN","Shin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C154780"
"4919","","The tendons that connect the muscles and bones that comprise the glenohumeral and acromioclavicular joints and enable abduction of the arm and stabilization of the shoulder. (NCI)","C161387","SHOULDER JOINT TENDONS","Shoulder Joint Tendons","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C161387"
"4920","Shoulder Joint","A ball-and-socket joint at the upper end of the humerus, located at the junction of humerus and scapula. (NCI)","C33548","SHOULDER JOINT","Shoulder Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33548"
"4921","Shoulder","The region of the body between the neck and the upper arm. (NCI)","C25203","SHOULDER","Shoulder","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C25203"
"4922","Pars Sigmoid","Either of the two dural venous sinuses that receive blood from the transverse sinus and empty into the internal jugular vein.","C166111","SIGMOID SINUS","Sinus Sigmoideus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C166111"
"4923","Sinus","A recess, cavity, or channel. (NCI)","C33556","SINUS","Sinus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33556"
"4924","","The skin surrounding the eye, including the skin of the eyelid.","C170599","SKIN AROUND THE EYE","Skin Around the Eye","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C170599"
"4925","","The skin surrounding the mouth, including the skin of the lip.","C170600","SKIN AROUND THE MOUTH","Skin Around the Mouth","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C170600"
"4926","","The integument that covers the area located medial to the orbital ridges and superior to the nose.","C142317","SKIN BETWEEN EYEBROWS","Skin Between the Eyebrows","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142317"
"4927","","An area of the integument that folds upon itself.","C170602","SKIN FOLD","Skinfold","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C170602"
"4928","","The integument that covers the underarm.","C116164","SKIN OF THE AXILLA","Skin Of The Axilla","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C116164"
"4929","","The integument that covers the back.","C142318","SKIN OF THE BACK","Skin Of The Back","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142318"
"4930","","The integument that covers the bending joint.","C170603","SKIN OF THE BENDING JOINT","Skin of the Bending Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C170603"
"4931","","The integument that covers the buttock.","C150855","SKIN OF THE BUTTOCK","Skin of the Buttock","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C150855"
"4932","","The integument that covers the chest.","C161379","SKIN OF THE CHEST","Skin of the Chest","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C161379"
"4933","","The integument that covers the chin.","C142319","SKIN OF THE CHIN","Skin Of The Chin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142319"
"4934","","The integument that covers the ear.","C49481","SKIN OF THE EAR","Ear Skin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C49481"
"4935","","The integument that covers the elbow joint.","C52755","SKIN OF THE ELBOW","Elbow Skin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52755"
"4936","","The skin or integument that covers the face.","C33561","SKIN OF THE FACE","Skin of the Face","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33561"
"4937","","The integument that covers the finger.","C52720","SKIN OF THE FINGER","Hand Digit Skin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52720"
"4938","","The integument that covers the foot.","C52750","SKIN OF THE FOOT","Foot Skin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52750"
"4939","","The integument that covers the forearm.","C161378","SKIN OF THE FOREARM","Skin of the Forearm","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C161378"
"4940","","The integument that covers the hand.","C52753","SKIN OF THE HAND","Hand Skin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52753"
"4941","","The integument that covers the head, including the face and scalp.","C52757","SKIN OF THE HEAD","Head Skin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52757"
"4942","","The integument that covers the region of the back, lateral to the vertebral region and below the scapula. (NCI)","C161391","SKIN OF THE INFRASCAPULAR REGION","Skin of the Infrascapular Region","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C161391"
"4943","","The integument that covers the inguinal region.","C161380","SKIN OF THE INGUINAL REGION","Skin of the Inguinal Region","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C161380"
"4944","","The integument that covers the knee joint.","C64859","SKIN OF THE KNEE","Knee Skin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C64859"
"4945","","The skin portion of the lip that contains hair.","C12291","SKIN OF THE LIP","Skin of the Lip","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12291"
"4946","","The integument that covers the lower limb.","C164047","SKIN OF THE LOWER LIMB","Skin of the Lower Extremity","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C164047"
"4947","","The integument that covers the neck.","C52756","SKIN OF THE NECK","Neck Skin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52756"
"4948","","The integument that covers the palm.","C170604","SKIN OF THE PALM","Skin of the Palm","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C170604"
"4949","","The integument that covers the sole.","C170606","SKIN OF THE SOLE","Skin of the Sole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C170606"
"4950","","The integument that covers the thigh.","C150856","SKIN OF THE THIGH","Skin of the Thigh","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C150856"
"4951","Skin of the Trunk","The integument that covers the trunk of the body.","C12295","SKIN OF THE TRUNK","Skin of the Trunk","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12295"
"4952","","The integument that covers the upper limb.","C164048","SKIN OF THE UPPER LIMB","Skin of the Upper Extremity","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C164048"
"4953","Integument;Skin","An organ that constitutes the external surface of the body. It consists of the epidermis, dermis, and skin appendages. (NCI)","C12470","SKIN","Skin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12470"
"4954","Bone, Skull;Cranium;Skull Bone","The bones that form the head, made up of the bones of the braincase and face. (NCI)","C12789","SKULL","Skull","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12789"
"4955","Base of the Skull","The portion of the skull that forms the floor on which the brain lies; the internal surface of the cranial base has three large depressions that lie on different levels known as the anterior, middle, and posterior cranial fossae.","C12493","SKULL, BASE","Base of the Skull","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12493"
"4956","","The villous section of the intestine extending from the pylorus to the proximal large intestine.","C12386","SMALL INTESTINE","Small Intestine","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12386"
"4957","","A superficial vein originating from the dorsal vein at the fifth toe and the dorsal venous arch of the foot; it extends up the back of the leg to empty into the popliteal vein at the knee joint.","C33546","SMALL SAPHENOUS VEIN","Short Saphenous Vein","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33546"
"4958","","The part of the roof of the mouth not supported by bone.","C12231","SOFT PALATE","Soft Palate","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12231"
"4959","Soft Tissue","Refers to muscle, fat, fibrous tissue, blood vessels, organ parenchyma, or other supporting tissue of the body.","C12471","SOFT TISSUE","Soft Tissue","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12471"
"4960","","The undersurface of the foot. (NCI)","C33326","SOLE","Plantar Region","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33326"
"4961","","A muscle in the crus, in general extending from the tibia and fibula to the calcaneous; primary function is plantarflexion of the foot.","C53075","SOLEUS MUSCLE","Soleus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C53075"
"4962","","Either of the paired paranasal sinuses located in the anterior part of the body of the sphenoid bone, and communicating with the superior meatus of the nasal cavity on the same side.","C12278","SPHENOID SINUS","Sphenoid Sinus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12278"
"4963","ACCESSORY NERVE;CRANIAL ACCESSORY NERVE","The eleventh cranial nerve.","C32041","SPINAL ACCESSORY NERVE","Accessory Nerve","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32041"
"4964","Medulla Spinalis","The portion of the central nervous system that lies within the vertebral canal and from which the spinal nerves emerge.","C12464","SPINAL CORD","Spinal Cord","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12464"
"4965","","The segment of the spinal cord between the end of the brain stem and the thoracic spinal cord.","C12892","SPINAL CORD, CERVICAL","Cervical Spinal Cord","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12892"
"4966","","A bony projection arising from the posterior vertebral arch that serves for the attachment of muscles and ligaments.","C116112","SPINOUS PROCESS","Spinous Process","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C116112"
"4967","","An abdominal organ that is part of the hematopoietic and immune systems. It is composed of the white pulp and the red pulp and is surrounded by a capsule.","C12432","SPLEEN","Spleen","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12432"
"4968","Splenic Hilum","The area of the spleen through which the vessels and nerves enter or exit the organ. (NCI)","C33601","SPLEEN, HILUM","Splenic Hilum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33601"
"4969","","An artery arising from the celiac trunk with four main branches that supply the spleen, stomach and pancreas.","C33597","SPLENIC ARTERY","Splenic Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33597"
"4970","","A lymph node located in the hilar region of the spleen. (NCI)","C33600","SPLENIC HILAR LYMPH NODE","Splenic Hilar Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33600"
"4971","","Any lymph node located along the splenic artery that receives afferent drainage from the pancreas, spleen, and stomach, and which generally has their efferents join the celiac group of preaortic lymph nodes.","C142320","SPLENIC LYMPH NODE","Splenic Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142320"
"4972","","A vein arising from the splenic trabecular vein in the hilum of the spleen that drains into the portal vein.","C33608","SPLENIC VEIN","Splenic Vein","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33608"
