"id:ID","core","ct","described_value_domain","description","label","name","ordinal","role","simple_data_type","uri"
"3243","Req","","","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Sequence Number","SCSEQ","4","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/scseq"
"3244","Perm","","","Used to tie together a block of related records in a single domain for a subject.","Group ID","SCGRPID","5","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/scgrpid"
"3245","Perm","","","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database.","Sponsor-Defined Identifier","SCSPID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/scspid"
"3246","Req","C74559","","Short name of the measurement, test, or examination described in SCTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in SCTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). SCTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""MARISTAT"", ""NATORIG"".","Subject Characteristic Short Name","SCTESTCD","7","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/sctestcd"
"3247","Req","C103330","","Verbatim name of the test or examination used to obtain the measurement or finding. The value in SCTEST cannot be longer than 40 characters. Examples: ""Marital Status"", ""National Origin"".","Subject Characteristic","SCTEST","8","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/sctest"
"3248","Perm","","","Used to define a category of related records.","Category for Subject Characteristic","SCCAT","9","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/sccat"
"3249","Perm","","","A further categorization of the subject characteristic.","Subcategory for Subject Characteristic","SCSCAT","10","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/scscat"
"3250","Exp","","","Result of the subject characteristic as originally received or collected.","Result or Finding in Original Units","SCORRES","11","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/scorres"
"3251","Perm","C71620","","Original unit in which the data were collected. The unit for SCORRES.","Original Units","SCORRESU","12","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/scorresu"
"3252","Exp","","","Contains the result value for all findings copied or derived from SCORRES, in a standard format or standard units. SCSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in SCSTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in SCORRES, and these results effectively have the same meaning, they could be represented in standard format in SCSTRESC as ""NEGATIVE"".","Character Result/Finding in Std Format","SCSTRESC","13","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/scstresc"
"3253","Perm","","","Used for continuous or numeric results or findings in standard format; copied in numeric format from SCSTRESC. SCSTRESN should store all numeric test results or findings.","Numeric Result/Finding in Standard Units","SCSTRESN","14","Result Qualifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/scstresn"
"3254","Perm","C71620","","Standardized unit used for SCSTRESC or SCSTRESN.","Standard Units","SCSTRESU","15","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/scstresu"
"3255","Perm","C66789","","Used to indicate that the measurement was not done. Should be null if a result exists in SCORRES.","Completion Status","SCSTAT","16","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/scstat"
"3256","Perm","","","Describes why the observation has no result. Example: ""Subject refused"". Used in conjunction with SCSTAT when value is ""NOT DONE"".","Reason Not Performed","SCREASND","17","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/screasnd"
"3257","Perm","","","Clinical encounter number. Numeric version of VISIT, used for sorting.","Visit Number","VISITNUM","18","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/visitnum"
"3258","Perm","","","Protocol-defined description of a clinical encounter. May be used in addition to VISITNUM and/or VISITDY.","Visit Name","VISIT","19","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/visit"
"3259","Perm","","","Planned study day of the visit based upon RFSTDTC in Demographics.","Planned Study Day of Visit","VISITDY","20","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/visitdy"
"3260","Perm","","","Number that gives the planned order of the element within the arm.","Planned Order of Element within Arm","TAETORD","21","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/taetord"
"3261","Perm","C99079","","Epoch associated with the start date/time at which the assessment was made.","Epoch","EPOCH","22","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/epoch"
"3262","Perm","","ISO 8601 datetime or interval","Collection date and time of the subject characteristic represented in ISO 8601 character format.","Date/Time of Collection","SCDTC","23","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/scdtc"
"3263","Perm","","","Study day of collection, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Study Day of Examination","SCDY","24","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/sc/scdy"
"3264","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/studyid"
"3265","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/domain"
"3266","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/usubjid"
"3267","Req","","","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Sequence Number","SSSEQ","4","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/ssseq"
"3268","Perm","","","Used to tie together a block of related records in a single domain for a subject.","Group ID","SSGRPID","5","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/ssgrpid"
"3269","Perm","","","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number from the Procedure or Test page.","Sponsor-Defined Identifier","SSSPID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/ssspid"
"3270","Req","C124305","","Short name of the status assessment described in SSTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in SSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). SSTESTCD cannot contain characters other than letters, numbers, or underscores. Example: ""SURVSTAT"".","Status Short Name","SSTESTCD","7","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/sstestcd"
"3271","Req","C124306","","Verbatim name of the status assessment used to obtain the finding. The value in SSTEST cannot be longer than 40 characters. Example: ""Survival Status"".","Status Name","SSTEST","8","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/sstest"
"3272","Perm","","","Used to categorize observations across subjects.","Category for Assessment","SSCAT","9","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/sscat"
"3273","Perm","","","A further categorization.","Subcategory for Assessment","SSSCAT","10","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/ssscat"
"3274","Exp","","","Result of the status assessment finding as originally received or collected.","Result or Finding Original Result","SSORRES","11","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/ssorres"
"3275","Exp","C124304","","Contains the result value for all findings copied or derived from SSORRES, in a standard format.","Character Result/Finding in Std Format","SSSTRESC","12","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/ssstresc"
"3276","Perm","C66789","","Used to indicate a status assessment was not done. Should be null if a result exists in SSORRES.","Completion Status","SSSTAT","13","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/ssstat"
"3277","Perm","","","Describes why an assessment was not performed. Example: ""Subject refused"". Used in conjunction with SSSTAT when value is ""NOT DONE"".","Reason Assessment Not Performed","SSREASND","14","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/ssreasnd"
"3278","Perm","C78735","","Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain collected or derived data. Examples: ""CAREGIVER"", ""ADJUDICATION COMMITTEE"", ""FRIEND"".","Evaluator","SSEVAL","15","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/sseval"
"3279","Exp","","","Clinical encounter number. Numeric version of VISIT, used for sorting.","Visit Number","VISITNUM","16","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/visitnum"
"3280","Perm","","","Protocol-defined description of clinical encounter. May be used in addition to VISITNUM and/or VISITDY.","Visit Name","VISIT","17","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/visit"
"3281","Perm","","","Planned study day of the visit based upon RFSTDTC in Demographics.","Planned Study Day of Visit","VISITDY","18","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/visitdy"
"3282","Perm","","","Number that gives the planned order of the element within the arm.","Planned Order of Element within Arm","TAETORD","19","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/taetord"
"3283","Perm","C99079","","Epoch associated with the start date/time of the subject status assessment.","Epoch","EPOCH","20","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/epoch"
"3284","Exp","","ISO 8601 datetime or interval","Date and time of the subject status assessment represented in ISO 8601 character format.","Date/Time of Assessment","SSDTC","21","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/ssdtc"
"3285","Perm","","","Study day of the subject status assessment, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Study Day of Assessment","SSDY","22","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ss/ssdy"
"3286","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/studyid"
"3287","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/domain"
"3288","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/usubjid"
"3289","Req","","","Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.","Sequence Number","TRSEQ","4","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trseq"
"3290","Perm","","","Used to link together a block of related records within a subject in a domain.","Group ID","TRGRPID","5","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trgrpid"
"3291","Perm","","","Internal or external identifier.","Reference ID","TRREFID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trrefid"
"3292","Perm","","","Sponsor-defined identifier.","Sponsor-Defined Identifier","TRSPID","7","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trspid"
"3293","Exp","","","Identifier used to link the assessment result records to the individual tumor/lesion identification record in TU domain.","Link ID","TRLNKID","8","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trlnkid"
"3294","Perm","","","Used to group and link all of the measurement/assessment records used in the assessment of the response record in the RS domain.","Link Group","TRLNKGRP","9","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trlnkgrp"
"3295","Req","C96779","","Short name of the TEST in TRTEST. TRTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""TUMSTATE"", ""DIAMETER"", ""LESSCIND"", ""LESRVIND"". See assumption 3.","Tumor/Lesion Assessment Short Name","TRTESTCD","10","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trtestcd"
"3296","Req","C96778","","Verbatim name of the test or examination used to obtain the measurement or finding. The value in TRTEST cannot be longer than 40 characters. Examples: ""Tumor State"", ""Diameter"", ""Volume"", ""Lesion Success Indicator"", ""Lesion Revascularization Indicator"". See assumption 3.","Tumor/Lesion Assessment Test Name","TRTEST","11","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trtest"
"3297","Exp","","","Result of the tumor/lesion measurement/assessment as originally received or collected.","Result or Finding in Original Units","TRORRES","12","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trorres"
"3298","Exp","C71620","","Original units in which the data were collected. The unit for TRORRES. Example: ""mm"".","Original Units","TRORRESU","13","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trorresu"
"3299","Exp","C124309","","Contains the result value for all findings copied or derived from TRORRES, in a standard format or standard units. TRSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in TRSTRESN.","Character Result/Finding in Std Format","TRSTRESC","14","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trstresc"
"3300","Exp","","","Used for continuous or numeric results or findings in standard format; copied in numeric format from TRSTRESC. TRSTRESN should store all numeric test results or findings.","Numeric Result/Finding in Standard Units","TRSTRESN","15","Result Qualifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trstresn"
"3301","Exp","C71620","","Standardized unit used for TRSTRESN.","Standard Units","TRSTRESU","16","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trstresu"
"3302","Perm","C66789","","Used to indicate a scan/image/physical exam was not performed or a tumor/lesion measurement was not taken. Should be null if a result exists in TRORRES.","Completion Status","TRSTAT","17","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trstat"
"3303","Perm","","","Describes why a scan/image/physical exam was not performed or a tumor/lesion measurement was not taken. Examples: ""SCAN NOT PERFORMED"", ""NOT ASSESSABLE: IMAGE OBSCURED TUMOR"". Used in conjunction with TRSTAT when value is ""NOT DONE"".","Reason Not Done","TRREASND","18","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trreasnd"
"3304","Perm","","","The name or identifier of the vendor that performed the tumor/lesion measurement or assessment. This column can be left null when the investigator provides the complete set of data in the domain.","Laboratory/Vendor Name","TRNAM","19","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trnam"
"3305","Exp","C85492","","Method used to measure the tumor/lesion/location of interest. Examples: ""MRI"", ""CT SCAN"", ""PET SCAN"", ""Coronary angiography"".","Method Used to Identify the Tumor/Lesion","TRMETHOD","20","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trmethod"
"3306","Exp","C66742","","Operationally-derived indicator used to identify the last non-missing value prior to RFXSTDTC. Should be ""Y"" or null.","Last Observation Before Exposure Flag","TRLOBXFL","21","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trlobxfl"
"3307","Perm","C66742","","Indicator used to identify a baseline value. Should be ""Y"" or null. Note that TRBLFL is retained for backward compatibility. The authoritative baseline flag for statistical analysis is in an ADaM dataset.","Baseline Flag","TRBLFL","22","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trblfl"
"3308","Exp","C78735","","Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ""ADJUDICATION COMMITTEE"", ""INDEPENDENT ASSESSOR"".","Evaluator","TREVAL","23","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/treval"
"3309","Perm","C96777","","Used to distinguish multiple evaluators with the same role recorded in TREVAL. Examples: ""RADIOLOGIST1"", ""RADIOLOGIST2"". See assumption 6.","Evaluator Identifier","TREVALID","24","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trevalid"
"3310","Perm","C66742","","In cases where more than 1 independent assessor (e.g., ""RADIOLOGIST 1"", ""RADIOLOGIST 2"", ""ADJUDICATION COMMITTEE"") provide independent assessments at the same time point, this flag identifies the record that is considered to be the accepted assessment.","Accepted Record Flag","TRACPTFL","25","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/tracptfl"
"3311","Exp","","","Clinical encounter number. Numeric version of VISIT, used for sorting.","Visit Number","VISITNUM","26","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/visitnum"
"3312","Perm","","","Protocol-defined description of a clinical encounter.","Visit Name","VISIT","27","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/visit"
"3313","Perm","","","Planned study day of the visit based upon RFSTDTC in Demographics.","Planned Study Day of Visit","VISITDY","28","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/visitdy"
"3314","Perm","","","Epoch associated with the date/time at which the assessment was made.","Planned Order of Element within Arm","TAETORD","29","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/taetord"
"3315","Perm","C99079","","Epoch associated with the element in the planned sequence of elements for the arm to which the subject was assigned.","Epoch","EPOCH","30","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/epoch"
"3316","Exp","","ISO 8601 datetime or interval","The date of the scan/image/physical exam. TRDTC does not represent the date that the image was read to identify tumors/lesions. TRDTC also does not represent the VISIT date.","Date/Time of Tumor/Lesion Measurement","TRDTC","31","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trdtc"
"3317","Perm","","","Study day of the scan/image/physical exam, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Study Day of Tumor/Lesion Measurement","TRDY","32","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tr/trdy"
"3318","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/studyid"
"3319","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/domain"
"3320","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/usubjid"
"3321","Req","","","Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.","Sequence Number","TUSEQ","4","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tuseq"
"3322","Perm","","","Used to link together a block of related records within a subject in a domain. Can be used to group split or merged tumors/lesions which have been identified.","Group ID","TUGRPID","5","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tugrpid"
"3323","Perm","","","Internal or external identifier (e.g., medical image ID number).","Reference ID","TUREFID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/turefid"
"3324","Perm","","","Sponsor-defined identifier.","Sponsor-Defined Identifier","TUSPID","7","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tuspid"
"3325","Exp","","","Identifier used to link identified tumor/lesion/location of interest to the assessment results (in TR domain) over the course of the study.","Link ID","TULNKID","8","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tulnkid"
"3326","Perm","","","Identifier used to link related records across domains. This will usually be a many-to-one relationship.","Link Group ID","TULNKGRP","9","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tulnkgrp"
"3327","Req","C96784","","Short name of the TEST in TUTEST. TUTESTCD cannot be longer than 8 characters nor can start with a number. TUTESTCD cannot contain characters other than letters, numbers, or underscores. Example: ""TUMIDENT"". See assumption 3.","Tumor/Lesion ID Short Name","TUTESTCD","10","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tutestcd"
"3328","Req","C96783","","Verbatim name of the test for the tumor/lesion identification. The value in TUTEST cannot be longer than 40 characters. Example: ""Tumor identification"". See assumption 3.","Tumor/Lesion ID Test Name","TUTEST","11","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tutest"
"3329","Exp","","","Result of the tumor/lesion identification. The result of tumor/lesion identification is a classification of the identified tumor/lesion. Example: When TUTESTCD = ""TUMIDENT"", values of TUORRES might be ""TARGET"", ""NON-TARGET"", ""NEW"", or ""BENIGN ABNORMALITY"".","Tumor/Lesion ID Result","TUORRES","12","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tuorres"
"3330","Exp","C123650","","Contains the result value for all findings copied or derived from TUORRES in a standard format.","Tumor/Lesion ID Result Std. Format","TUSTRESC","13","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tustresc"
"3331","Perm","","","The name or identifier of the vendor that performed the tumor/lesion Identification. This column can be left null when the investigator provides the complete set of data in the domain.","Laboratory/Vendor Name","TUNAM","14","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tunam"
"3332","Exp","C74456","","Used to specify the anatomical location of the identified tumor/lesion (e.g., ""LIVER""). \n Note: When anatomical location is broken down and collected as distinct pieces of data that when combined provide the overall location information (e.g., laterality/directionality/distribution), then additional anatomical location qualifiers should be used. See assumption 3.","Location of the Tumor/Lesion","TULOC","15","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tuloc"
"3333","Perm","C99073","","Qualifier for anatomical location or specimen further detailing laterality (e.g., ""LEFT"", ""RIGHT"", ""BILATERAL"").","Laterality","TULAT","16","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tulat"
"3334","Perm","C99074","","Qualifier for anatomical location or specimen further detailing directionality (e.g., ""UPPER"", ""INTERIOR"").","Directionality","TUDIR","17","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tudir"
"3335","Perm","C99075","","Qualifier for anatomical location or specimen further detailing the distribution, which means arrangement of, or apportioning of. Examples: ""ENTIRE"", ""SINGLE"", ""SEGMENT"", ""MULTIPLE"".","Portion or Totality","TUPORTOT","18","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tuportot"
"3336","Exp","C85492","","Method used to identify the tumor/lesion. Examples: ""MRI"", ""CT SCAN"".","Method of Identification","TUMETHOD","19","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tumethod"
"3337","Exp","C66742","","Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. Should be ""Y"" or null.","Last Observation Before Exposure Flag","TULOBXFL","20","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tulobxfl"
"3338","Perm","C66742","","Indicator used to identify a baseline value. Should be ""Y"" or null. Note that TUBLFL is retained for backward compatibility. The authoritative baseline flag for statistical analysis is in an ADaM dataset.","Baseline Flag","TUBLFL","21","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tublfl"
"3339","Exp","C78735","","Role of the person who provided the evaluation. Examples: ""ADJUDICATION COMMITTEE"", ""INDEPENDENT ASSESSOR"". \n This column can be left null when the investigator provides the complete set of data in the domain. However, the column should contain no null values when data from 1 or more independent assessors is included. For example, the rows attributed to the investigator should contain a value of ""INVESTIGATOR"".","Evaluator","TUEVAL","22","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tueval"
"3340","Perm","C96777","","Used to distinguish multiple evaluators with the same role recorded in --EVAL. Examples: ""RADIOLOGIST1"", ""RADIOLOGIST2"". See assumption 9.","Evaluator Identifier","TUEVALID","23","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tuevalid"
"3341","Perm","C66742","","In cases where more than 1 independent assessor (e.g., ""RADIOLOGIST 1"", ""RADIOLOGIST 2"", ""ADJUDICATION COMMITTEE"") provide independent assessments at the same time point, this flag identifies the record that is considered to be the accepted assessment.","Accepted Record Flag","TUACPTFL","24","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tuacptfl"
"3342","Exp","","","Clinical encounter number. Numeric version of VISIT, used for sorting.","Visit Number","VISITNUM","25","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/visitnum"
"3343","Perm","","","Protocol-defined description of a clinical encounter.","Visit Name","VISIT","26","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/visit"
"3344","Perm","","","Planned study day of the visit based upon RFSTDTC in Demographics. Should be an integer.","Planned Study Day of Visit","VISITDY","27","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/visitdy"
"3345","Perm","","","Number that gives the planned order of the element within the arm for the element in which the assessment was made.","Planned Order of Element within Arm","TAETORD","28","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/taetord"
"3346","Perm","C99079","","Epoch associated with the date/time at which the assessment was made.","Epoch","EPOCH","29","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/epoch"
"3347","Exp","","ISO 8601 datetime or interval","TUDTC variable represents the date of the scan/image/physical exam. TUDTC does not represent the date that the image was read to identify tumors. TUDTC also does not represent the VISIT date.","Date/Time of Tumor/Lesion Identification","TUDTC","30","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tudtc"
"3348","Perm","","","Study day of the scan/image/physical exam, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Study Day of Tumor/Lesion Identification","TUDY","31","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/tu/tudy"
"3349","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ur/studyid"
"3350","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ur/domain"
"3351","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ur/usubjid"
"3352","Req","","","Sequence number to ensure uniqueness of records within a dataset for a subject. May be any valid number (including decimals) and does not have to start at 1.","Sequence Number","URSEQ","4","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ur/urseq"
"3353","Perm","","","Optional group identifier, used to link together a block of related records within a subject in a domain.","Group ID","URGRPID","5","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ur/urgrpid"
"3354","Perm","","","Optional internal or external identifier (e.g., lab specimen ID, universally unique identifier (UUID) for a medical image).","Reference ID","URREFID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ur/urrefid"
"3355","Perm","","","Sponsor-defined identifier. Example: Preprinted line identifier.","Sponsor-Defined Identifier","URSPID","7","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ur/urspid"
