"id","alt_label","definition","identifier","notation","pref_label","uri"
"8156","","A unit of measure expressed in plaque forming unit(s) per animal.","C122221","PFU/animal","Plaque Forming Units per Animal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122221"
"8157","Plaque Forming Unit per Dose","A unit of measure expressed in plaque forming unit(s) per dose.","C71198","PFU/dose","Plaque Forming Unit per Dose","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71198"
"8158","Plaque Forming Unit per Milliliter","A unit of measure expressed in plaque forming unit(s) per milliliter of dosing volume.","C71199","PFU/mL","Plaque Forming Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71199"
"8159","Picogram","A unit of mass equal to one trillionth of a gram (1E-12 gram). (NCI)","C64551","pg","Picogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C64551"
"8160","","A unit of mass equal to one trillionth of a gram (1E-12 gram) per cell.","C176377","pg/cell","Picogram Per Cell","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C176377"
"8161","Picogram per Deciliter","Picograms per deciliter.","C67331","pg/dL","Picogram per Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67331"
"8162","fg/mL;pg/L","A unit of concentration or mass density equal to one femtogram of substance per milliliter of solution or one picogram of substance per liter of solution.","C85597","pg/L","Femtogram per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C85597"
"8163","","An arbitrary unit of substance concentration equal to the yield from a blood pheresis procedure.","C127810","PHERESIS UNIT","Pheresis Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C127810"
"8164","Pipe Dosing Unit","A dosing measurement based on the pipe unit.","C116246","PIPE","Pipe Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C116246"
"8165","","The smallest resolvable rectangular area of an image, either on a screen or stored in memory. (NCI)","C48367","PIXEL","Pixel","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48367"
"8166","Pixels per Centimeter;PPCM","A unit of image resolution expressed in the numbers of pixels per centimeter in the horizontal or vertical direction.","C114238","PIXELS/cm","Pixels per Centimeter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C114238"
"8167","Pixels per Inch;PPI","A unit of image resolution expressed in the numbers of pixels per inch in the horizontal or vertical direction.","C114239","PIXELS/in","Pixels per Inch","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C114239"
"8168","Picokatal","A unit of catalytic activity measurement equal to trillionth of one katal (1E-12 katal). (NCI)","C70509","pkat","Picokatal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70509"
"8169","Picokatal per Liter","Unit of catalytic activity concentration defined as activity equal to a picokatal per one liter of the system volume.","C122222","pkat/L","Picokatal per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122222"
"8170","Picoliter","A unit of volume equal to one trillionth of a liter (1E-12 liter). (NCI)","C69189","pL","Picoliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C69189"
"8171","Plug Dosing Unit","A dosing measurement based on the plug unit.","C149763","PLUG","Plug Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C149763"
"8172","Picometer","A unit of length equal to one trillionth of a meter (1E-12 meter). (NCI)","C69148","pm","Picometer","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C69148"
"8173","Picomole","A unit of amount of substance equal to a trillionth (1E-12) of a mole. (NCI)","C65045","pmol","Picomole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C65045"
"8174","","A unit of concentration (molarity unit) equal to one picomole of substance per 10^10 cells.","C122223","pmol/10^10 cells","Picomole per Ten Billion Cells","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122223"
"8175","","A unit of concentration (molarity unit) equal to one picomole of substance per 10^9 cells.","C122224","pmol/10^9 cells","Picomole per Billion Cells","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122224"
"8176","","A unit of substance flow rate equal to one picomole per day.","C122225","pmol/day","Picomole per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122225"
"8177","Picomoles per Deciliter","A unit of concentration (molarity unit) equal to one picomole of solute per deciliter of solution.","C122226","pmol/dL","Picomole per Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122226"
"8178","nmol/kg;pmol/g","Nanomoles (amount), divided by kilograms (weight) or picomoles per gram.","C85754","pmol/g","Nanomole per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C85754"
"8179","Femtomole per Milliliter;fmol/mL;Picomole per Liter","A unit of concentration (molarity unit) equal to one picomole of solute per liter of solution.","C67434","pmol/L","Picomole per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67434"
"8180","Picomoles per Liter per Hour","A rate unit expressed in picomole(s) per liter of solution per period of time equal to sixty minutes.","C122227","pmol/L/h","Picomole per Liter per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122227"
"8181","Protein Nitrogen Unit per Milliliter","Unit of measure of potency of an allergenic product expressed as a number of protein nitrogen units per one milliliter of formulation.","C116236","PNU/mL","Allergenic Protein Nitrogen Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C116236"
"8182","","A numeric unit used to quantify a score.","C113499","POINT","Point","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C113499"
"8183","Pouch Dosing Unit","A dosing measurement based on the pouch unit.(NCI)","C48530","POUCH","Pouch Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48530"
"8184","Part per Billion","A unit of measure referring to one entity counted per one billion entities.(NCI)","C70565","ppb","Part Per Billion","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70565"
"8185","Part per Million","A unit of measurement referring to one entity counted per one million entities.(NCI)","C48523","ppm","Part Per Million","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48523"
"8186","Part per Thousand;per mil;per mille;permil","A unit of proportion equal to 1E-3. (NCI)","C69112","ppth","Part per Thousand","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C69112"
"8187","Parts per Trillion","A unit of measure referring to one entity counted per one trillion entities.(NCI)","C70566","pptr","Part Per Trillion","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70566"
"8188","Pressor Unit","A dosing measurement based on the pressor unit.(NCI)","C48532","PRESSOR UNITS","Pressor Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48532"
"8189","Picosecond","A unit of time equal to one trillionth of a second. (NCI)","C73768","psec","Picosecond","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73768"
"8190","Pounds per Square Inch","A unit of pressure equivalent to 6.894757 kilopascals, or 703.0696 kilograms per square meter, or 51.71507 millimeters of mercury.(NCI)","C67334","psi","Pound per Square Inch","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67334"
"8191","British Pint;Imperial Pint","A traditional unit of volume equal to 20 British fluid ounces, 34.678 cubic inches or approximately 568.261 milliliters.","C69114","pt_br","Pint British","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C69114"
"8192","US Pint","A United States liquid unit equal to 16 US fluid ounces or 28.875 cubic inches or approximately 473.177 milliliters.","C48529","pt_us","Pint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48529"
"8193","Puff Dosing Unit","A means of delivering a defined dose of a therapeutic aerolized solution into either the upper or lower respiratory tract. Metered-dose inhalers or spray pumps are devices that provide a puff dose for delivery into either the oral or the nasal cavity.(NCI)","C65060","PUFF","Puff Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C65060"
"8194","Quantity Sufficient","A quantity of an ingredient or product needed to bring up a volume or weight of the preparation to a final amount as it is indicated in the prescription; also refers to a determination of an adequate supply of medicine to fulfill either a prescribed amount or a sufficient quantity to provide treatment over a specified time frame.(NCI)","C48590","QUANTITY SUFFICIENT","Quantity Sufficient","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48590"
"8195","Rad","The special unit for absorbed radiation dose, which is the amount of energy from any type of ionizing radiation (e.g., alpha, beta, gamma, neutrons, etc.) deposited in any medium (e.g., water, tissue, air). A dose of one rad means the absorption of 100 ergs per gram of absorbing tissue. One rad is equal to 0.01 gray.(NCI)","C18064","Rad","Rad","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C18064"
"8196","radian/s;Radians Per Second","A unit of angular velocity equal to one radian per second.","C184714","rad/s","Radians Per Second","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C184714"
"8197","Radioactive Seed Implant Dosing Unit","A dosing measurement based on the radioactive seed implant unit.","C67446","RADIOACTIVE SEED IMPLANT","Radioactive Seed Implant Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67446"
"8198","Retinol Activity Equivalent","A unit of biological activity expressed in equivalents of retinol activity.","C67436","RAE","Retinol Equivalent","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67436"
"8199","","The quotient of one quantity divided by another, with the same units of measurement.","C44256","RATIO","Ratio","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C44256"
"8200","Relative Fluorescence Intensity Unit;Relative Fluorescence Unit;Relative Intensity Unit;RFIU;RIU","An arbitrary unit used to measure the intensity of the emitted fluorescent light in a sample; it is dependent on instrument and measurement parameters.","C77535","RFU","Relative Fluorescence Intensity Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C77535"
"8201","Ring Dosing Unit","A dosing measurement based on the ring unit.(NCI)","C62609","RING","Ring Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C62609"
"8202","Light Unit;LU;Luminometer Unit;Relative Light Unit;Relative Luminescence Unit","An arbitrary unit used to measure the intensity of the emitted light from a sample; it is dependent on instrument and measurement parameters.","C184722","RLU","Relative Luminescence Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C184722"
"8203","RNA Copies per Milliliter","The unit of concentration of Ribonucleic Acid (RNA) copies expressed as a number of copies in unit volume equal to one milliliter.(NCI)","C67441","RNA copies/mL","RNA Copy per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67441"
"8204","Roentgen","A unit of exposure to ionizing radiation. One Roentgen is the amount of gamma or x-rays required to produce ions resulting in a charge of 2.58E-4 Coulombs/kilogram of air under standard conditions.(NCI)","C70575","Roentgen","Roentgen","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70575"
"8205","Revolution per Minute","A unit of frequency equal to one revolution per unit of time equal to one minute.(NCI)","C70469","rpm","Revolution per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70469"
"8206","","A unit of resistance equal to one second times one kilopascal.","C139132","s*kPa","Second Times Kilopascal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C139132"
"8207","sec/hr;Seconds per Hour","A rate unit expressed in seconds per period of time equal to sixty minutes.","C150899","s/h","Seconds Per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C150899"
"8208","","A unit of oxygen transfer function expressed as the reciprocal of time in seconds, times the reciprocal of oxygen concentration.","C130194","s^-1(%O2)^-1","Reciprocal of Seconds Times Percent O2 Concentration","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C130194"
"8209","Sachet dosing unit","A dosing unit that contains a solid pharmaceutical preparation in the form of a small packet or bag made from a flexible, often porous material.(NCI)","C71324","SACHET","Sachet Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71324"
"8210","Standardized Biological Unit per Milliliter","Unit of measure of potency of allergenic product expressed as a number of standardized biological units per one milliliter of formulation.","C116233","SBE/mL","Standardized Allergy Biological Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C116233"
"8211","Standard Cubic Meter","A unit used in physical chemistry to express the amount of substance of an ideal gas in one cubic meter at standard conditions: temperature 273.15 K and pressure of one atmosphere (101.325 kilopascals).(NCI)","C68858","scm","Standard Cubic Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C68858"
"8212","Scoopful Dosing Unit","A dosing measurement based on the scoopful unit.(NCI)","C48536","SCOOPFUL","Scoopful Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48536"
"8213","Second","The base unit of time in the International System of Units (SI) equal to the duration of 9,192,631,770 periods of the specified light radiation corresponding to the transition between the two hyperfine levels of the cesium 133 atom in its ground state at 0 K.","C42535","sec","Second","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42535"
"8214","","A dosing measurement based on the serving unit.","C184720","SERVING","Serving Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C184720"
"8215","SFU/10^6 PBMC;Spots/10^6 PBMC","A unit of activity of cell-mediated immunity expressed as a quantity of spot forming cells per million peripheral blood mononuclear cells.","C120850","SFC/10^6 PBMC","Spot Forming Units Per Million Peripheral Blood Mononuclear Cells","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C120850"
"8216","Shockwave Dosing Unit","A dosing measurement based on the shock wave unit.","C112433","Shock Wave","Shockwave Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C112433"
"8217","Siemens","A unit of electrical conductance, admittance, and susceptance. A conductor has a conductance of one Siemens if an electrical potential difference of one volt produces a one Ampere current in it. The conductance in Siemens is the reciprocal of its resistance in ohms.(NCI)","C42555","Siemens","Siemens","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42555"
"8218","Spray Dosing Unit","A dosing measurement based on the spray unit.(NCI)","C48537","SPRAY","Spray Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48537"
"8219","SQ-u/mL;Standardized Quality Unit per Milliliter;Standardized Quality Unit/mL","Unit of measure of potency of allergenic product expressed as a number of standardized quality units per one milliliter of formulation.","C116234","SQU/mL","Standardized Allergy Quality Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C116234"
"8220","","A unit of measure to quantify the number of strides taken during a normal walking gait.","C111318","STEPS","Step Unit of Distance","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C111318"
"8221","","The number of steps, picking up one foot and putting it back down, occurring within a minute unit of time.","C166101","steps/min","Steps Per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C166101"
"8222","Strip Dosing Unit","A dosing measurement based on the strip unit.(NCI)","C48538","STRIP","Strip Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48538"
"8223","Suppository Dosing Unit","A dosing measurement based on the suppository unit.(NCI)","C48539","SUPPOSITORY","Suppository Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48539"
"8224","Sievert","A unit of equivalent radiation dose. One Sv is received when the actual absorbed dose of ionizing radiation, after being multiplied by the dimensionless factors Q (the relative biological efficiency or quality factor) and N (the product of any other multiplying factors that takes into account the distribution of energy throughout the dose), is one joule per kilogram. In this scheme, the relationship between the absorbed dose of radiation D and the dose equivalent H is, therefore, given by H = QND. Both Q and N are stipulated by the International Commission on Radiological Protection. One Sv is equal to 100 rem.(NCI)","C42553","Sv","Sievert","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42553"
"8225","Syringe Dosing Unit","A dosing measurement based on the syringe unit.(NCI)","C48540","SYRINGE","Syringe Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48540"
"8226","tab;Tablet Dosing Unit","A dosing measurement based on the tablet unit.(NCI)","C48542","TABLET","Tablet Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48542"
"8227","Tampon Dosing Unit","A dosing measurement based on the tampon unit.(NCI)","C48543","TAMPON","Tampon Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48543"
"8228","Tablespoon Dosing Unit","A dosing measurement based on the tablespoon unit.","C48541","Tbsp","Tablespoon Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48541"
"8229","50 Percent Tissue Culture Infective Dose per Dose","A potency unit equal to the potency at which one dose of preparation contains one 50 percent tissue culture infective dose.(NCI)","C70537","TCID 50/dose","50 Percent Tissue Culture Infective Dose per Dose","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70537"
"8230","Tesla","A unit of magnetic flux density equal to the magnitude of the magnetic field vector necessary to produce a force of one Newton on a charge of one coulomb moving perpendicular to the direction of the magnetic field vector with a velocity of one meter per second. It is equivalent to one Weber per square meter.(NCI)","C42557","Tesla","Tesla","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42557"
"8231","Titr;Titre","Concentration of a substance in a solution as determined by the quantitative reaction with added measured volume(s) of a solution of the precisely known concentration(s) of a standard reagent.","C67454","titer","Titer","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67454"
"8232","Torr","A non-SI manometric unit of pressure equal to 1/760 of a standard atmosphere (a standard atmosphere being defined as equal to 101325 pascals). One Torr is equal to 133.3223684 pascals.","C112423","Torr","Torr","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C112423"
"8233","Trace Dosing Unit","An extremely small amount.(NCI)","C48547","TRACE","Trace Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48547"
"8234","","A unit of biological activity described as the number of viral particles in solution that are capable of infecting a cell and stimulating expression of a transgene.","C124460","TRANSDUCING UNIT","Transducing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124460"
"8235","","Unit of measure of potency expressed as a number of transducing units per one milliliter of solution.","C124461","TRANSDUCING UNIT/mL","Transducing Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124461"
"8236","Troche Dosing Unit","A dosing measurement based on the troche unit.(NCI)","C48548","TROCHE","Troche Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48548"
"8237","Teaspoon Equivalent;tsp-eq","A unit of relative amount of a substance equal to one teaspoon.","C172603","tsp eq","Teaspoon Equivalent","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C172603"
"8238","Teaspoon Dosing Unit","A dosing measurement based on the teaspoon unit.","C48544","tsp","Teaspoon Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48544"
"8239","Tube Dosing Unit","A dosing measurement based on the tube unit.(NCI)","C48549","TUBE","Tube Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48549"
"8240","Tuberculin Unit","An arbitrary unit of tuberculin dosage defined by comparison of clinical response with a preparation of the purified protein derivative standardized for use in humans for tuberculin skin test reaction.(NCI)","C65132","tuberculin unit","Tuberculin Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C65132"
"8241","Tuberculin Unit per 100 Microliters","A unit of biologic activity of tuberculin expressed as a number of arbitrary units of tuberculin in 0.1mL, or 100uL, of preparation.","C184721","tuberculin unit/0.1mL","Tuberculin Unit per 100 Microliters","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C184721"
"8242","Tuberculin Unit per Milliliter","A unit of biologic activity of tuberculin expressed as a number of arbitrary units of tuberculin in one milliliter of preparation.(NCI)","C70506","tuberculin unit/mL","Tuberculin Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70506"
"8243","Unit","A single undivided thing occurring in the composition of something else; a unit representing equivalence with a reference measurement.","C44278","U","Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C44278"
"8244","CARR U;Carratelli Unit","An arbitrary unit of substance concentration expressed in milligrams per a volume of hydrogen peroxide. One Carratelli unit is equal to 0.8mg substance per liter of hydrogen peroxide.","C120851","U.CARR","Carratelli Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C120851"
"8245","","A unit of substance content expressed in units of biological activity per 10^12 red blood cells.","C122228","U/10^12 RBC","Unit per Trillion Red Blood Cells","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122228"
"8246","Unit per Animal","A dosing unit expressed in unit(s) per animal.","C73773","U/animal","Unit per Animal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73773"
"8247","Unit per Centiliter","A unit of substance content expressed in unit(s) per centiliter.","C105520","U/cL","Unit Per Centiliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105520"
"8248","Unit per Deciliter","A unit of substance content expressed in unit(s) per deciliter.","C105521","U/dL","Unit Per Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105521"
"8249","","A unit of concentration (biologic activity) equal to one unit of substance per gram of hemoglobin.","C105522","U/g Hb","Unit Per Gram Hemoglobin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105522"
"8250","Unit per Gram","A unit of substance content expressed in unit(s) per gram.","C77606","U/g","Unit per Gram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C77606"
"8251","Unit per Gram per Day","A unit of substance rate expressed in unit(s) per gram per period of time equal to twenty-four hours.","C73774","U/g/day","Unit per Gram per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73774"
"8252","Unit per Gram per Hour","A unit of substance rate expressed in unit(s) per gram per period of time equal to sixty minutes.","C73775","U/g/h","Unit per Gram per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73775"
"8253","Unit per Gram per Minute","A unit of substance rate expressed in unit(s) per gram per period of time equal to sixty seconds.","C73776","U/g/min","Unit per Gram per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73776"
"8254","Unit per Kilogram","A unit of substance content expressed in units of biological activity per unit of mass equal to one kilogram. Unit per kilogram is also used as a dose calculation unit expressed in arbitrary units per one kilogram of body mass.","C67465","U/kg","Unit per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67465"
"8255","Unit per Kilogram per Day","A unit of substance rate expressed in unit(s) per kilogram per period of time equal to twenty-four hours.","C73777","U/kg/day","Unit per Kilogram per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73777"
"8256","Unit per Kilogram per Hour","A unit of substance rate expressed in unit(s) per kilogram per period of time equal to sixty minutes.","C73778","U/kg/h","Unit per Kilogram per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73778"
"8257","Unit per Kilogram per Minute","A unit of substance rate expressed in unit(s) per kilogram per period of time equal to sixty seconds.","C73779","U/kg/min","Unit per Kilogram per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73779"
"8258","mU/mL;Unit per Liter","A unit of substance concentration equal to the concentration at which one liter of mixture contains one unit of a substance.","C67456","U/L","Unit per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67456"
"8259","Unit per Square Meter","A unit expressed as a number of arbitrary units of substance per one square meter of a body surface area.","C67467","U/m2","Unit per Square Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67467"
"8260","Unit per Square Meter per Day","A unit of substance rate expressed in unit(s) per square meter per period of time equal to twenty-four hours.","C73783","U/m2/day","Unit per Square Meter per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73783"
"8261","Unit per Square Meter per Hour","A unit of substance rate expressed in unit(s) per square meter per period of time equal to sixty minutes.","C73784","U/m2/h","Unit per Square Meter per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73784"
"8262","Unit per Square Meter per Minute","A unit of substance rate expressed in unit(s) per square meter per period of time equal to sixty seconds.","C73785","U/m2/min","Unit per Square Meter per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73785"
"8263","Unit per Milligram","A unit of substance content expressed in unit(s) per milligram.","C73780","U/mg","Unit per Milligram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73780"
"8264","kU/L;Unit per Milliliter","A unit of substance content expressed in unit(s) per milliliter.","C77607","U/mL","Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C77607"
"8265","Unit per Millimole","A unit of substance concentration equal to the concentration at which one millimole of a mixture contains one unit of a substance.","C92618","U/mmol","Unit per Millimole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C92618"
"8266","mcCi;Microcurie","A unit of radioactivity equal to one millionth of a Curie or 37 kilobecquerels, and corresponding to a radioactivity of 37 000 atomic disintegrations per second.(NCI)","C48507","uCi","Microcurie","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48507"
"8267","mcCi/kg;Microcurie per Kilogram","A unit of specific radioactivity (massic activity) equal to activity of one microcurie of the sample with total mass of one kilogram.(NCI)","C70571","uCi/kg","Microcurie per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70571"
"8268","mcCi/L;Microcurie per Liter","A unit of volumetric radioactivity concentration defined as a concentration of a radionuclide with an activity equal to one millionth of a Curie per unit volume equal to one liter.(NCI)","C71173","uCi/L","Microcurie per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71173"
"8269","Microequivalent","A unit of relative amount of a substance equal to one millionth of an equivalent weight.(NCI)","C73726","uEq","Microequivalent","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73726"
"8270","Microequivalent per Liter;Nanoequivalent per Milliliter;nEq/mL","A concentration unit measured as a number of microequivalents of solute per liter of solution.","C117975","uEq/L","Microequivalent per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C117975"
"8271","mcg;Microgram","A unit of mass equal to one millionth (1E-6) of a gram.","C48152","ug","Microgram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48152"
"8272","Microgram per Animal","A unit of measure expressed in microgram(s) per animal.","C73728","ug/animal","Microgram per Animal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73728"
"8273","mcg/cm2","A unit of area density defined as a spread rate at which one microgram of a substance is spread over the area of one square centimeter. The unit is also used as a dose calculation unit.","C67311","ug/cm2","Microgram per Square Centimeter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67311"
"8274","mcg/day","A unit of mass flow rate equal to one microgram per day.","C71205","ug/day","Microgram per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71205"
"8275","Microgram per Deciliter","A unit of mass concentration defined as the concentration of one microgram of a substance per unit volume of the mixture equal to one deciliter. The concept also refers to the unit of mass density (volumic mass) defined as the density of substance which mass equal to one microgram occupies the volume one deciliter. (NCI)","C67305","ug/dL","Microgram per Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67305"
"8276","","A unit of measure expressed in microgram(s) per dose.","C124462","ug/dose","Microgram per Dose","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124462"
